date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:29	116809/116809	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2016:45:58%20GMT	https://themeperch.net/html/politixy/home-1.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/home-1.html	(from )
11:29:30	115/115	---M-Z	200	added ('OK')	text/plain	date:Thu,%2001%20Aug%202024%2008:29:30%20GMT	https://themeperch.net/robots.txt		(from )
11:29:31	15406/15406	---M--	200	added ('OK')	image/x-icon	date:Thu,%2004%20Apr%202024%2008:45:54%20GMT	https://themeperch.net/html/politixy/assets/images/fav-icon/favicon.ico	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/images/fav-icon/favicon.ico	(from https://themeperch.net/html/politixy/home-1.html)
11:29:31	26664/26664	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Mar%202024%2021:21:40%20GMT	https://themeperch.net/html/politixy/assets/css/animate.css	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/css/animate.css	(from https://themeperch.net/html/politixy/home-1.html)
11:29:32	16478/16478	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Feb%202024%2022:01:52%20GMT	https://themeperch.net/html/politixy/assets/css/swiper-bundle.min.css	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/css/swiper-bundle.min.css	(from https://themeperch.net/html/politixy/home-1.html)
11:29:32	8002/8002	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Feb%202024%2022:01:24%20GMT	https://themeperch.net/html/politixy/assets/css/magnific-popup.css	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/css/magnific-popup.css	(from https://themeperch.net/html/politixy/home-1.html)
11:29:32	14806/14806	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2023:42:52%20GMT	https://themeperch.net/html/politixy/assets/css/leaflet.css	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/css/leaflet.css	(from https://themeperch.net/html/politixy/home-1.html)
11:29:32	6186/6186	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Sep%202018%2000:42:58%20GMT	https://themeperch.net/html/politixy/assets/css/leaflet-routing-machine.css	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/css/leaflet-routing-machine.css	(from https://themeperch.net/html/politixy/home-1.html)
11:29:33	465421/465421	---M-Z	200	added ('OK')	text/css	date:Fri,%2026%20Apr%202024%2018:30:12%20GMT	https://themeperch.net/html/politixy/assets/css/style.css	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/css/style.css	(from https://themeperch.net/html/politixy/home-1.html)
11:29:33	36200/36200	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2017:11:42%20GMT	https://themeperch.net/html/politixy/index.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/index.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:34	4890/4890	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2017:44:42%20GMT	https://themeperch.net/html/politixy/assets/images/logo-dark.png	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/assets/images/logo-dark.png	(from https://themeperch.net/html/politixy/home-1.html)
11:29:34	91165/91165	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2018:30:06%20GMT	https://themeperch.net/html/politixy/home-2.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/home-2.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:34	141578/141578	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2016:30:42%20GMT	https://themeperch.net/html/politixy/home-3.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/home-3.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:35	56675/56675	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/about-us-1.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/about-us-1.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:35	87776/87776	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/campaign-1.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/campaign-1.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:35	57527/57527	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/history.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/history.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:36	87388/87388	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:12:04%20GMT	https://themeperch.net/html/politixy/about-us-2.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/about-us-2.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:36	54427/54427	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/gallery-1.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/gallery-1.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:36	53154/53154	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/gallery-2.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/gallery-2.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:36	65882/65882	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/team.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/team.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:36	55365/55365	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:24:06%20GMT	https://themeperch.net/html/politixy/team-single.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/team-single.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:37	53339/53339	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:08:42%20GMT	https://themeperch.net/html/politixy/contact-2.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/contact-2.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:37	62479/62479	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/product.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/product.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:37	66589/66589	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:22:26%20GMT	https://themeperch.net/html/politixy/product-single.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/product-single.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:38	76467/76467	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:12:30%20GMT	https://themeperch.net/html/politixy/campaign-2.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/campaign-2.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:38	64350/64350	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/campaign-single.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/campaign-single.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:38	53174/53174	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/donate-1.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/donate-1.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:38	52055/52055	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:13:12%20GMT	https://themeperch.net/html/politixy/donate-2.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/donate-2.html	(from https://themeperch.net/html/politixy/home-1.html)
11:29:39	59279/59279	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2020:04:08%20GMT	https://themeperch.net/html/politixy/volunteer-1.html	C:/Users/Orange/Desktop/Election/Election%20Website/themeperch.net/html/politixy/volunteer-1.html	(from https://themeperch.net/html/politixy/home-1.html)
